Wall time,Step,Value
1680943264.5926108,100,0.13090993463993073
1680943350.8878744,200,0.30000001192092896
1680943363.8804138,300,0.09166668355464935
1680943407.8560214,400,0.26875001192092896
1680943490.81718,500,0.14165377616882324
1680943577.8259969,600,0.2268175482749939
1680943794.0095904,700,0.1520904153585434
1680944016.3859038,800,0.07303695380687714
1680944088.6696687,900,0.03125
1680944212.7888021,1000,0.21666666865348816
1680944386.3623135,1100,0.24143417179584503
1680944464.6502144,1200,0.2112244814634323
1680944551.5120976,1300,0.21944443881511688
1680944705.3585038,1400,0.29305556416511536
1680944867.6506102,1500,0.1433333307504654
1680944937.436683,1600,0.23877552151679993
1680945137.3687398,1700,0.13121779263019562
1680945282.4244218,1800,0.20416668057441711
1680945364.5786529,1900,0.15312498807907104
1680945493.7480884,2000,0.30000001192092896
1680945546.9513335,2100,0.30000001192092896
1680945610.9958098,2200,0.30000001192092896
1680945661.6346903,2300,0.30000001192092896
1680945796.7533798,2400,0.24114584922790527
1680945940.487679,2500,0.1691666692495346
1680946032.345794,2600,0.10312500596046448
1680946126.9248269,2700,0.203125
1680946208.956119,2800,0.26490551233291626
1680946265.0884974,2900,0.1579861044883728
1680946360.6128578,3000,0.30000001192092896
1680946429.2279637,3100,0.14093641936779022
1680946518.1264644,3200,0.30000001192092896
1680946632.7240596,3300,0.22541667520999908
1680946704.0623484,3400,0.1801360547542572
1680946802.0973756,3500,0.24845361709594727
1680946892.355415,3600,0.30000001192092896
1680947010.1261566,3700,0.30000001192092896
1680947143.8223462,3900,0.22458334267139435
1680947220.9533813,4000,0.24930556118488312
1680947392.740212,4100,0.20500001311302185
1680947479.8474855,4200,0.04693877696990967
1680947559.0129626,4300,0.15521541237831116
1680947607.735175,4400,0.23916667699813843
1680947745.7068958,4500,0.2943298816680908
1680947899.9745514,4600,0.2552083432674408
1680947981.380271,4800,0.30000001192092896
1680948094.4231265,4900,0.30000001192092896
1680948272.9523273,5000,0.15055839717388153
1680948493.7373037,5300,0.23419244587421417
1680948621.3702374,5400,0.16708904504776
1680948779.1414049,5500,0.15466231107711792
1680948901.6564891,5600,0.1875
1680949032.8698783,5700,0.23999999463558197
1680949150.79631,5800,0.14305554330348969
1680949253.5045834,5900,0.2432989776134491
1680949331.0851157,6000,0.30000001192092896
1680949455.4004743,6100,0.18669100105762482
1680949551.4111414,6300,0.14999999105930328
1680949616.0302072,6400,0.26750001311302185
1680949711.01216,6500,0.2135416716337204
1680949847.1908987,6600,0.19864898920059204
1680949965.203992,6700,0.18482142686843872
1680950194.4548447,6800,0.30000001192092896
1680950213.2786906,6900,0.15833333134651184
1680950294.856329,7000,0.30000001192092896
1680950445.6714275,7100,0.17069868743419647
1680950566.3278785,7200,0.11874999850988388
1680950701.301542,7300,0.22083333134651184
1680950752.1032577,7400,0.2135416716337204
1680950848.5615973,7500,0.234375
1680950974.3416805,7600,0.1783505082130432
1680951091.3866627,7700,0.15574528276920319
1680951279.5961342,7800,0.1764819324016571
1680951329.035414,7900,0.16874998807907104
1680951383.9390976,8000,0.30000001192092896
1680951457.50401,8100,0.2567708492279053
1680951533.0654619,8200,0.16161403059959412
1680951655.4961472,8300,0.1599799245595932
1680951818.6734912,8400,0.294037789106369
1680951889.8521056,8500,0.30000001192092896
1680951984.4143424,8600,0.30000001192092896
1680952077.746746,8700,0.20618556439876556
1680952222.5466852,8800,0.18213917315006256
1680952263.1383696,8900,0.19343110918998718
1680952381.0045774,9000,0.2552083432674408
1680952497.534745,9100,0.12187498807907104
1680952581.1170151,9200,0.13958333432674408
1680952645.4146278,9300,0.1841408908367157
1680952839.0599256,9400,0.2070360779762268
1680952995.4541323,9600,0.3097222149372101
1680953071.9863214,9700,0.2479381561279297
1680953212.8196323,9800,0.20156249403953552
1680953300.0282476,9900,0.11717172712087631
1680953457.6959636,10000,0.1865249127149582
1680953559.918229,10100,0.10281674563884735
1680953767.4992917,10200,0.1880442202091217
1680953843.9550788,10300,0.2708333432674408
1680954026.595118,10400,0.1875
1680954122.444254,10500,0.18201245367527008
1680954171.2262824,10600,0.2666666805744171
1680954245.925455,10700,0.25
1680954387.1710434,10800,0.1958870142698288
1680954527.595381,10900,0.1579861044883728
1680954617.315442,11000,0.15416668355464935
1680954867.4727476,11100,0.23072916269302368
1680955063.4942772,11200,0.23124998807907104
1680955152.491324,11300,0.20677083730697632
1680955285.7924268,11400,0.050000011920928955
1680955462.7152152,11500,0.18854168057441711
1680955613.7342968,11600,0.2229166477918625
1680955710.8528624,11700,0.11770834028720856
1680955811.6655564,11800,0.16781571507453918
1680955984.9500675,11900,0.11970547586679459
1680956293.577968,12000,0.16749711334705353
1680956438.8273354,12100,0.23229166865348816
1680956614.0562723,12200,0.21302081644535065
1680956671.3618755,12300,0.41874998807907104
1680956780.409644,12400,0.152290940284729
1680956973.0919926,12500,0.16274093091487885
1680957187.8238928,12600,0.1677924245595932
1680957317.7189167,12700,0.19999997317790985
1680957464.0177264,12800,0.10882935672998428
1680957576.6025054,12900,0.047222208231687546
1680957724.1315374,13000,0.22042882442474365
1680957927.7085867,13100,0.10624998807907104
1680957976.303881,13200,0.03958335518836975
1680958226.553194,13300,0.17125673592090607
1680958372.5525095,13400,0.13539519906044006
1680958458.7549691,13500,0.10277775675058365
1680958766.7664278,13600,0.1439058929681778
1680959023.1066673,13800,0.24776633083820343
1680959113.2278638,13900,0.18881012499332428
1680959202.558705,14000,0.13263888657093048
1680959372.567265,14100,0.19128543138504028
1680959594.6395476,14200,0.1371992975473404
1680959784.068701,14300,0.10107695311307907
1680959934.1278296,14400,0.15694443881511688
1680960048.730831,14500,0.09791667014360428
1680960217.0305774,14600,0.14902813732624054
1680960320.956414,14700,0.183338925242424
1680960537.2659192,14800,0.09708332270383835
1680960632.6607776,14900,0.15833333134651184
1680960949.9713602,15000,0.1570061445236206
1680961183.1970594,15200,0.18661941587924957
1680961413.6573904,15300,0.21506164968013763
1680961512.724547,15400,0.14152848720550537
1680961770.8031027,15500,0.19305554032325745
1680961818.0610456,15600,0.1457688808441162
1680962039.578125,15700,0.11843820661306381
1680962159.5879006,15800,0.14436551928520203
1680962377.3696015,15900,0.21988371014595032
1680962631.60615,16000,0.3109374940395355
1680962704.5092611,16100,0.16874998807907104
1680962831.3545434,16200,0.24687498807907104
1680962977.9627073,16300,0.21544243395328522
1680963150.465508,16400,0.3540709912776947
1680963267.5324826,16500,0.16878576576709747
1680963411.0831363,16600,0.2548002600669861
1680963628.5612364,16700,0.1480584293603897
1680963717.122444,16800,0.16527776420116425
1680963785.802014,16900,0.33020833134651184
1680963983.9212348,17000,0.286542683839798
1680964124.3373024,17100,0.285982221364975
1680964218.138678,17200,0.2611111104488373
1680964315.629942,17300,0.2888889014720917
1680964446.6256514,17400,0.24166667461395264
1680964506.708018,17500,0.31458330154418945
1680964631.4243374,17600,0.21041665971279144
1680964736.0471346,17700,0.14322839677333832
1680964814.3814795,17800,0.05277777835726738
1680964948.6775982,18000,0.19999998807907104
1680965056.969575,18100,0.22252589464187622
1680965143.471509,18200,0.1855670064687729
1680965186.4478123,18300,0.14791665971279144
1680965225.8104494,18400,0.21257086098194122
1680965405.914846,18500,0.16913658380508423
1680965460.9452865,18600,0.03333333134651184
1680965536.96132,18700,0.21502909064292908
1680965597.5523596,18800,0.14950063824653625
1680965658.7519603,18900,0.15347221493721008
1680965703.8350492,19000,0.23124998807907104
1680965934.5281858,19100,0.11553464829921722
1680966097.354741,19300,0.48645830154418945
1680966179.4136631,19400,0.17916664481163025
1680966245.902302,19500,0.16355954110622406
1680966322.234368,19600,0.2634449899196625
1680966404.2038066,19700,0.17656248807907104
1680966552.873837,19800,0.1934707909822464
1680966615.315825,19900,0.13402776420116425
1680966693.6496327,20000,0.17395833134651184
