Wall time,Step,Value
1680950280.3918927,100,0.15208333730697632
1680950388.6923857,400,0.39465922117233276
1680950445.9775798,500,0.35958331823349
1680950503.7059321,600,0.18316686153411865
1680950721.502594,700,0.22574305534362793
1680950810.7466955,800,0.03195875883102417
1680950911.0878713,1000,0.4561649560928345
1680950951.605776,1100,0.32620811462402344
1680951052.534735,1200,0.38472938537597656
1680951124.2989576,1300,0.638144314289093
1680951218.4810383,1400,0.574999988079071
1680951302.5010262,1500,0.559374988079071
1680951346.5596635,1600,0.6479166746139526
1680951390.9793913,1700,0.43437498807907104
1680951440.2152126,1800,0.699999988079071
1680951466.7628353,1900,0.47083330154418945
1680951534.04702,2000,0.699999988079071
1680951601.0777133,2100,0.3907216489315033
1680951659.404541,2200,0.5298969149589539
1680951691.3145592,2300,0.699999988079071
1680951766.7743282,2400,0.699999988079071
1680951831.819096,2500,0.699999988079071
1680951927.9841201,2600,0.5865979194641113
1680951957.407529,2700,0.699999988079071
1680952055.598383,2800,0.43195876479148865
1680952068.096336,2900,0.26701030135154724
1680952116.3665292,3000,0.42916664481163025
1680952164.6755276,3100,0.699999988079071
1680952251.420955,3200,0.4894557595252991
1680952283.34732,3300,0.5489583015441895
1680952426.7257571,3400,0.5420138835906982
1680952484.2213557,3500,0.699999988079071
1680952543.7638578,3600,0.699999988079071
1680952595.2772806,3700,0.5229166746139526
1680952693.311082,3800,0.16706757247447968
1680952719.2716634,3900,0.22083333134651184
1680952780.9188118,4000,0.3261812627315521
1680952830.9733443,4100,0.48645830154418945
1680952944.2965739,4200,0.29065632820129395
1680953055.5848212,4400,0.699999988079071
1680953118.1613874,4500,0.3962252736091614
1680953173.1123645,4600,0.36319443583488464
1680953252.5705585,4800,0.45233842730522156
1680953303.1856701,4900,0.18958330154418945
1680953369.3658028,5000,0.53125
1680953435.7960615,5100,0.3374212384223938
1680953496.2955298,5200,0.699999988079071
1680953529.0658605,5300,0.699999988079071
1680953572.7818904,5400,0.49166664481163025
1680953633.3307858,5500,0.5294351577758789
1680953712.5842965,5600,0.28333333134651184
1680953768.0915318,5700,0.22083333134651184
1680953815.6007307,5800,0.5402777791023254
1680953888.92287,5900,0.5723958015441895
1680953937.910103,6000,0.42916664481163025
1680953972.485996,6100,0.3082474172115326
1680954035.6392531,6200,0.3270833194255829
1680954124.4868455,6300,0.41354167461395264
1680954208.5977967,6400,0.27522552013397217
1680954275.8136017,6500,0.699999988079071
1680954302.8751225,6600,0.699999988079071
1680954362.4430346,6700,0.24166664481163025
1680954420.3792171,6800,0.46302080154418945
1680954467.4305584,6900,0.44479164481163025
1680954597.390831,7000,0.39374998211860657
1680954739.2192624,7100,0.33319729566574097
1680954821.1172125,7300,0.34583333134651184
1680954890.5227466,7400,0.4539196789264679
1680954912.297673,7500,0.26249998807907104
1680954942.5068064,7600,0.2700708508491516
1680955038.0282683,7700,0.37649011611938477
1680955116.4241242,7800,0.21562497317790985
1680955243.5331857,7900,0.3065936267375946
1680955406.7628856,8100,0.22982710599899292
1680955451.458292,8200,0.27986109256744385
1680955483.0144684,8300,0.03958332538604736
1680955574.1166954,8400,0.38229164481163025
1680955612.6105602,8500,0.24400508403778076
1680955676.259241,8600,0.699999988079071
1680955725.9284222,8700,0.36927080154418945
1680955792.9566298,8800,0.5679166316986084
1680955863.9187796,8900,0.16874998807907104
1680955939.8594046,9000,0.581944465637207
1680955989.5210953,9100,0.4208333194255829
1680956109.2964299,9200,0.699999988079071
1680956144.385084,9300,0.23124998807907104
1680956220.7184265,9400,0.5263888835906982
1680956274.902066,9500,0.39394840598106384
1680956363.8005073,9600,0.49166667461395264
1680956380.1112297,9700,0.699999988079071
1680956410.7812495,9800,0.22083333134651184
1680956473.8233361,9900,0.6333333253860474
1680956580.6413958,10000,0.3422788977622986
1680956653.920164,10200,0.699999988079071
1680956706.02988,10300,0.5333333015441895
1680956767.8173525,10400,0.61546391248703
1680956867.4062269,10500,0.40833333134651184
1680956958.6455326,10600,0.15360824763774872
1680957036.5251346,10700,0.25952380895614624
1680957107.8250754,10800,0.10624998807907104
1680957154.3027716,10900,0.3082474172115326
1680957175.5008109,11000,0.23124998807907104
1680957288.7722626,11200,0.23124998807907104
1680957441.9991257,11300,0.25468748807907104
1680957511.1622462,11500,0.699999988079071
1680957591.313265,11600,0.699999988079071
1680957683.246285,11700,0.21562497317790985
1680957757.8945906,11900,0.4050028324127197
1680957849.0554283,12000,0.24289089441299438
1680957920.6703598,12100,0.6016860008239746
1680958036.0442939,12200,0.33888888359069824
1680958156.8397188,12300,0.22604165971279144
1680958211.914434,12400,0.25208333134651184
1680958247.8886223,12500,0.28333333134651184
1680958355.1985886,12600,0.2636275589466095
1680958392.4699078,12700,0.28964075446128845
1680958525.645817,12800,0.2672966718673706
1680958618.7631505,12900,0.19999998807907104
1680958700.516975,13000,0.24166665971279144
1680958740.323943,13100,0.26249998807907104
1680958804.5902307,13200,0.27812498807907104
1680958915.2947614,13300,0.2335062325000763
1680958986.6678233,13400,0.19466637074947357
1680959065.5410233,13500,0.18958330154418945
1680959163.574083,13600,0.18958331644535065
1680959218.0116208,13700,0.35624998807907104
1680959275.354596,13800,0.24687498807907104
1680959344.3544047,13900,0.2039196789264679
1680959484.9250047,14000,0.2689701318740845
1680959635.9013083,14200,0.18539518117904663
1680959759.4782057,14400,0.2777133285999298
1680959809.8040812,14500,0.23124998807907104
1680959960.658909,14600,0.24166664481163025
1680960023.7458673,14700,0.20520833134651184
1680960167.36482,14900,0.2687342166900635
1680960209.301798,15000,0.2691580653190613
1680960304.8123934,15100,0.19218750298023224
1680960384.4030573,15200,0.3114153742790222
1680960506.265763,15300,0.25727376341819763
1680960563.9248416,15400,0.22083333134651184
1680960653.9791033,15500,0.23124998807907104
1680960705.7558656,15600,0.24861109256744385
1680960836.0716302,15800,0.27812498807907104
1680960960.4759772,15900,0.3071090877056122
1680961133.5361001,16100,0.6793277263641357
1680961224.4017267,16200,0.606249988079071
1680961319.9560194,16400,0.699999988079071
1680961413.1978302,16500,0.6879187822341919
1680961482.2762308,16600,0.6896191239356995
1680961545.165274,16700,0.699999988079071
1680961574.3369782,16800,0.699999988079071
1680961607.8875828,16900,0.699999988079071
1680961651.427829,17000,0.6896907091140747
1680961709.471684,17100,0.57833331823349
1680961741.4609818,17200,0.699999988079071
1680961797.1486917,17300,0.699999988079071
1680961864.9526608,17400,0.699999988079071
1680961892.4661214,17500,0.699999988079071
1680961911.1414175,17600,0.699999988079071
1680961943.592412,17700,0.699999988079071
1680961981.095885,17800,0.699999988079071
1680962009.9208386,17900,0.699999988079071
1680962031.562241,18000,0.699999988079071
1680962059.1333194,18100,0.699999988079071
1680962076.6994882,18200,0.699999988079071
1680962107.2034378,18300,0.699999988079071
1680962130.9342544,18400,0.699999988079071
1680962168.5588675,18500,0.699999988079071
1680962200.3745885,18600,0.699999988079071
1680962234.114826,18800,0.699999988079071
1680962276.6868231,18900,0.699999988079071
1680962306.0855005,19000,0.699999988079071
1680962325.534292,19100,0.699999988079071
1680962353.590229,19200,0.699999988079071
1680962362.956887,19300,0.699999988079071
1680962397.423947,19400,0.699999988079071
1680962426.6336799,19500,0.5816326141357422
1680962449.3496242,19600,0.699999988079071
1680962490.3566394,19700,0.699999988079071
1680962518.864338,19800,0.699999988079071
1680962564.4134598,20000,0.699999988079071
