Wall time,Step,Value
1680866524.6549778,100,0.1353132128715515
1680866656.008274,200,0.36734694242477417
1680866737.6304417,300,0.42222222685813904
1680866778.1977427,400,0.02708333730697632
1680866881.2982545,500,0.359375
1680867008.4614246,600,0.37916669249534607
1680867163.6757548,700,0.3206292688846588
1680867370.2600517,800,0.33571428060531616
1680867579.3599844,1000,0.41718751192092896
1680867637.1951463,1100,0.41843321919441223
1680867852.883703,1200,0.30069443583488464
1680867979.2352142,1300,0.1520833522081375
1680868079.3447485,1400,0.29083335399627686
1680868264.8748562,1600,0.4463541805744171
1680868351.8231685,1700,0.5871134400367737
1680868584.5662947,1800,0.40156251192092896
1680868703.3144107,2000,0.5322916507720947
1680868768.3056884,2100,0.6000000238418579
1680868852.756606,2200,0.4579166769981384
1680869002.4398348,2300,0.3204091191291809
1680869098.1306746,2400,0.2552083432674408
1680869167.5321994,2500,0.45092475414276123
1680869406.932482,2600,0.3507455885410309
1680869651.9193647,2800,0.4687500298023224
1680869701.2487738,2900,0.5062500238418579
1680869862.3325682,3000,0.29359108209609985
1680869907.2203596,3100,0.2684386074542999
1680870020.7285013,3200,0.3268943428993225
1680870187.74081,3300,0.3729591965675354
1680870319.5960398,3500,0.6000000238418579
1680870392.63578,3600,0.6000000238418579
1680870564.1067424,3700,0.46666669845581055
1680870598.9307055,3800,0.4229167103767395
1680870706.8952951,3900,0.6000000238418579
1680870807.1259868,4000,0.5722222328186035
1680870883.8495781,4100,0.4854166805744171
1680870983.9541295,4200,0.5652778148651123
1680871071.669539,4300,0.4516666829586029
1680871199.2352395,4400,0.446209192276001
1680871334.7959347,4600,0.6000000238418579
1680871412.2023168,4700,0.5791667103767395
1680871641.654229,4800,0.4984375238418579
1680871701.3359292,4900,0.18163266777992249
1680871779.639261,5000,0.6000000238418579
1680871856.7266324,5100,0.6000000238418579
1680871881.6570916,5200,0.6000000238418579
1680871983.1782546,5300,0.5661458373069763
1680872163.0864272,5500,0.5409722328186035
1680872210.671482,5600,0.5305556058883667
1680872293.7903044,5700,0.5062500238418579
1680872440.6113727,5800,0.4368055760860443
1680872617.237988,6000,0.5134021043777466
1680872791.303487,6100,0.6000000238418579
1680872878.7004566,6200,0.02499997615814209
1680872917.696988,6300,0.5947916507720947
1680872974.9886334,6400,0.6000000238418579
1680873077.0589647,6500,0.5437500476837158
1680873194.3010416,6600,0.3473958373069763
1680873343.3092787,6700,0.35294246673583984
1680873365.1078885,6800,0.5791667103767395
1680873457.912431,6900,0.6000000238418579
1680873528.3249664,7000,0.418379545211792
1680873588.7348464,7100,0.6000000238418579
1680873637.8833022,7200,0.6000000238418579
1680873769.4252603,7300,0.4399305582046509
1680874054.7657318,7400,0.37041667103767395
1680874227.6675682,7600,0.6000000238418579
1680874322.7286792,7700,0.6000000238418579
1680874416.0592866,7800,0.6000000238418579
1680874458.4573276,7900,0.2718750238418579
1680874553.5282419,8000,0.6000000238418579
1680874668.2186198,8100,0.4128758907318115
1680874749.0934584,8200,0.4723958671092987
1680874865.3333035,8300,0.6000000238418579
1680874935.1339507,8400,0.6000000238418579
1680874976.6789446,8500,0.3500000238418579
1680875008.7343867,8600,0.6000000238418579
1680875074.483568,8700,0.5322917103767395
1680875248.7704828,8800,0.5979798436164856
1680875319.3874295,8900,0.4541667103767395
1680875412.715827,9000,0.6000000238418579
1680875448.1605833,9100,0.6000000238418579
1680875554.7165496,9200,0.6000000238418579
1680875683.770377,9300,0.4437500238418579
1680875734.0214112,9400,0.20416668057441711
1680875792.0464876,9500,0.5401042103767395
1680875888.226826,9600,0.5244792103767395
1680876066.2465127,9700,0.3812500238418579
1680876176.1491377,9800,0.4680555760860443
1680876270.334546,9900,0.26354169845581055
1680876426.2724442,10000,0.2241581827402115
1680876456.3607583,10100,0.02708333730697632
1680876539.2843454,10200,0.10515466332435608
1680876612.7833047,10300,0.34583336114883423
1680876722.028456,10400,0.3513316214084625
1680876936.4212897,10500,0.175233855843544
1680877010.2554348,10600,0.46082478761672974
1680877130.9837382,10700,0.3826389014720917
1680877226.285367,10800,0.12926334142684937
1680877407.476293,10900,0.15333335101604462
1680877509.701498,11000,0.19322918355464935
1680877598.4759896,11100,0.1077856793999672
1680877738.3682323,11200,0.20834946632385254
1680877802.5516713,11300,0.1677083522081375
1680878025.9681334,11400,0.29076674580574036
1680878047.2499702,11500,0.05833333730697632
1680878143.258017,11600,0.4958333671092987
1680878184.8175118,11700,0.3291667103767395
1680878443.6495714,11800,0.19218751788139343
1680878594.614975,11900,0.3118055760860443
1680878620.3645983,12000,0.17174747586250305
1680878792.8304992,12100,0.1663123071193695
1680878889.382766,12200,0.1911458522081375
1680879007.3984044,12300,0.3047594726085663
1680879055.3745675,12400,0.19793817400932312
1680879158.509209,12500,0.239583358168602
1680879260.2140005,12600,0.3118055760860443
1680879367.6705449,12700,0.23680557310581207
1680879636.3582222,12800,0.1838810294866562
1680879869.3514404,13000,0.3187500238418579
1680880001.039273,13100,0.18854168057441711
1680880044.8917544,13200,0.2458333522081375
1680880156.2542095,13300,0.4541667103767395
1680880273.3459675,13400,0.1891860067844391
1680880391.3861077,13500,0.25774627923965454
