EpisodeCount,StepCount,Time,InstanceUUID,Content[0],Content[1],Content[2],Content[3],Content[4],Content[5],Content[6],Content[7],Content[8],Content[9],Content[10],Content[11],Content[12],Content[13],Content[14],Content[15],Content[16],Content[17],Content[18],Content[19],Result[0]
1,4,2023-04-03 09:57:55.027,5ac87c69-e399-4c46-83f1-03dfb58b5670,0,8,1,1,10,0,1,7.966937,0.807631,0.5282308,2,1,1,0,0,0.6828446,0,0,1,0,0.7604167
1,5,2023-04-03 09:57:56.135,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.498868,0.8993772,1.006667,8,1,1,0,0,0.9884357,0,0,1,0,0.6354167
1,5,2023-04-03 09:57:57.104,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.879586,0.8033906,0.6326154,3,1,1,0,0,0.9268426,0,0,1,0,1
2,2,2023-04-03 09:57:58.631,3eb2c70c-ae88-4bf0-a1ce-d0eee0e19464,0,0,1,1,10,0,1,7.144086,0.9262443,1.155138,2,1,1,0,0,0.8748478,0,0,1,0,0.04166667
1,4,2023-04-03 09:57:59.293,87dc2527-258f-487f-bcab-536473338e84,0,3,1,1,10,0,1,7.105526,0.9146755,0.943175,1,1,1,0,0,0.5244386,0,0,1,0,0.01041667
1,4,2023-04-03 09:58:01.152,fc303b96-83a2-4b0e-b3d5-44dc69eee1ba,0,9,1,1,10,0,1,7.187005,0.7787979,0.6054177,7,1,1,0,0,0.5825617,0,0,1,0,0.7291667
1,6,2023-04-03 09:58:01.289,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.167492,0.5994526,0.6598772,9,1,1,0,0,0.9929807,0,0,1,0,0.9895833
1,4,2023-04-03 09:58:01.410,6e6848b5-b693-4741-b277-9db9b872ba1e,0,5,1,1,10,0,1,6.582316,0.6777792,0.9723612,9,1,1,0,0,0.5135564,0,0,1,0,0.03125
1,5,2023-04-03 09:58:05.793,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.571854,0.9799569,1.123192,5,1,1,0,0,0.6664519,0,0,1,0,0
1,5,2023-04-03 09:58:06.515,7ff499d6-d3f7-4ad4-bcaf-59902227ad1b,0,4,1,1,10,0,1,6.159735,0.9883867,0.6937166,9,1,1,0,0,0.7928606,0,0,1,0,0.4583333
1,5,2023-04-03 09:58:06.632,e80beb50-16b7-4883-ad32-6e7074e66b4f,0,9,1,1,10,0,1,6.23609,0.6972613,0.673632,3,1,1,0,0,0.8076182,0,0,1,0,0.4895833
1,5,2023-04-03 09:58:08.970,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.504767,0.973016,1.287549,7,1,1,0,0,0.5435489,0,0,1,0,0
1,6,2023-04-03 09:58:10.444,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.634898,0.7982594,0.9984497,5,1,1,0,0,0.9272809,0,0,1,0,0.7916667
1,6,2023-04-03 09:58:11.411,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.879225,0.803629,0.6332472,3,1,1,0,0,0.9276627,0,0,1,0,1
1,6,2023-04-03 09:58:13.734,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.498518,0.8996935,1.006037,8,1,1,0,0,0.988924,0,0,1,0,0.4895833
2,3,2023-04-03 09:58:14.966,3eb2c70c-ae88-4bf0-a1ce-d0eee0e19464,0,0,1,1,10,0,1,7.144689,0.9267713,1.155185,2,1,1,0,0,0.8754917,0,0,1,0,0.1458333
1,5,2023-04-03 09:58:15.221,5ac87c69-e399-4c46-83f1-03dfb58b5670,0,8,1,1,10,0,1,7.966852,0.8075185,0.5288706,2,1,1,0,0,0.6835528,0,0,1,0,0.875
1,7,2023-04-03 09:58:15.815,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.165794,0.5996078,0.6601716,9,1,1,0,0,0.9931622,0,0,1,0,0.9895833
1,5,2023-04-03 09:58:20.450,6e6848b5-b693-4741-b277-9db9b872ba1e,0,5,1,1,10,0,1,6.581095,0.6772774,0.9718948,9,1,1,0,0,0.5133624,0,0,1,0,0
1,5,2023-04-03 09:58:20.529,87dc2527-258f-487f-bcab-536473338e84,0,3,1,1,10,0,1,7.105921,0.9147,0.943736,1,1,1,0,0,0.5250542,0,0,1,0,0.03092784
1,6,2023-04-03 09:58:23.379,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.504927,0.9736816,1.288884,7,1,1,0,0,0.5443885,0,0,1,0,0
1,7,2023-04-03 09:58:24.372,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.878865,0.8038689,0.6338794,3,1,1,0,0,0.9284835,0,0,1,0,0.9583333
1,6,2023-04-03 09:58:25.364,e80beb50-16b7-4883-ad32-6e7074e66b4f,0,9,1,1,10,0,1,6.23498,0.6968201,0.6723203,3,1,1,0,0,0.8077884,0,0,1,0,0.3402062
1,6,2023-04-03 09:58:25.403,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.572751,0.9804709,1.124026,5,1,1,0,0,0.6673002,0,0,1,0,0
1,5,2023-04-03 09:58:25.523,fc303b96-83a2-4b0e-b3d5-44dc69eee1ba,0,9,1,1,10,0,1,7.186575,0.7783228,0.6055152,7,1,1,0,0,0.5830347,0,0,1,0,0.6597938
1,7,2023-04-03 09:58:27.295,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.635562,0.7987288,0.9987775,5,1,1,0,0,0.9276983,0,0,1,0,0.6458333
2,1,2023-04-03 09:58:27.703,9bbd7ccb-bfc7-4ce5-b140-c9f100f45ec9,0,6,1,1,10,0,1,7.700781,0.5372688,1.301389,9,1,1,0,0,0.8938472,0,0,1,0,0.4948454
2,4,2023-04-03 09:58:29.008,3eb2c70c-ae88-4bf0-a1ce-d0eee0e19464,0,0,1,1,10,0,1,7.145291,0.9273001,1.155233,2,1,1,0,0,0.876138,0,0,1,0,0.1666667
1,6,2023-04-03 09:58:29.970,7ff499d6-d3f7-4ad4-bcaf-59902227ad1b,0,4,1,1,10,0,1,6.158271,0.9882141,0.6926671,9,1,1,0,0,0.7936815,0,0,1,0,0.5
1,7,2023-04-03 09:58:30.031,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.498163,0.9000101,1.005406,8,1,1,0,0,0.9894139,0,0,1,0,0.25
1,8,2023-04-03 09:58:36.821,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.164098,0.5997629,0.660464,9,1,1,0,0,0.9933438,0,0,1,0,1
1,6,2023-04-03 09:58:38.565,6e6848b5-b693-4741-b277-9db9b872ba1e,0,5,1,1,10,0,1,6.579867,0.6767744,0.9714255,9,1,1,0,0,0.5131673,0,0,1,0,0.02020202
1,6,2023-04-03 09:58:39.190,5ac87c69-e399-4c46-83f1-03dfb58b5670,0,8,1,1,10,0,1,7.966768,0.8074072,0.5295097,2,1,1,0,0,0.6842605,0,0,1,0,0.8969072
1,8,2023-04-03 09:58:40.381,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.878506,0.8041102,0.6345121,3,1,1,0,0,0.9293051,0,0,1,0,0.9479167
1,7,2023-04-03 09:58:40.736,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.505083,0.974351,1.290218,7,1,1,0,0,0.5452302,0,0,1,0,0
1,6,2023-04-03 09:58:41.525,87dc2527-258f-487f-bcab-536473338e84,0,3,1,1,10,0,1,7.106318,0.9147252,0.9442962,1,1,1,0,0,0.5256695,0,0,1,0,0
1,7,2023-04-03 09:58:42.689,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.573649,0.9809877,1.124859,5,1,1,0,0,0.6681505,0,0,1,0,0
1,8,2023-04-03 09:58:43.049,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.636228,0.7991995,0.9991056,5,1,1,0,0,0.9281176,0,0,1,0,0.7291667
1,7,2023-04-03 09:58:43.827,e80beb50-16b7-4883-ad32-6e7074e66b4f,0,9,1,1,10,0,1,6.233861,0.6963782,0.6710062,3,1,1,0,0,0.8079592,0,0,1,0,0.40625
2,2,2023-04-03 09:58:44.723,9bbd7ccb-bfc7-4ce5-b140-c9f100f45ec9,0,6,1,1,10,0,1,7.699503,0.5380106,1.301799,9,1,1,0,0,0.8928993,0,0,1,0,0.3541667
2,1,2023-04-03 09:58:44.819,1c76aa8f-5ef3-47e0-9f60-219ff8721d06,0,7,1,1,10,0,1,7.771904,0.6473753,1.300291,4,1,1,0,0,0.7847457,0,0,1,0,0.2916667
1,8,2023-04-03 09:58:45.382,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.495053,0.8999943,1.004952,8,1,1,0,0,0.9906876,0,0,1,0,0.34375
3,1,2023-04-03 09:58:48.116,2019b507-5941-48a2-a04d-de150e504dfb,0,8,1,1,10,0,1,6.91937,0.9427289,0.7644719,4,1,1,0,0,0.8677451,0,0,1,0,0.6701031
1,7,2023-04-03 09:58:49.830,7ff499d6-d3f7-4ad4-bcaf-59902227ad1b,0,4,1,1,10,0,1,6.150901,0.9882749,0.692318,9,1,1,0,0,0.7949498,0,0,1,0,0.5520833
1,6,2023-04-03 09:58:52.576,fc303b96-83a2-4b0e-b3d5-44dc69eee1ba,0,9,1,1,10,0,1,7.186143,0.7778473,0.6056116,7,1,1,0,0,0.5835067,0,0,1,0,0.71875
1,9,2023-04-03 09:58:56.235,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.636039,0.7994496,0.999826,5,1,1,0,0,0.9291949,0,0,1,0,0.7708333
1,9,2023-04-03 09:58:56.530,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.875091,0.8041745,0.6363223,3,1,1,0,0,0.930873,0,0,1,0,0.9895833
1,9,2023-04-03 09:58:56.778,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.157464,0.5999475,0.661523,9,1,1,0,0,0.9945186,0,0,1,0,0.9895833
1,8,2023-04-03 09:58:56.945,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.574483,0.982022,1.127323,5,1,1,0,0,0.6697376,0,0,1,0,0
1,7,2023-04-03 09:58:57.661,6e6848b5-b693-4741-b277-9db9b872ba1e,0,5,1,1,10,0,1,6.575458,0.6757306,0.9708915,9,1,1,0,0,0.5132146,0,0,1,0,0.01041667
1,8,2023-04-03 09:59:00.652,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.506182,0.9761075,1.29403,7,1,1,0,0,0.547448,0,0,1,0,0
1,9,2023-04-03 09:59:00.713,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.491885,0.9003559,1.004744,8,1,1,0,0,0.9919007,0,0,1,0,0.3125
3,1,2023-04-03 09:59:02.246,3eb2c70c-ae88-4bf0-a1ce-d0eee0e19464,0,1,1,1,10,0,1,7.322353,0.5608988,1.379041,2,1,1,0,0,0.9268385,0,0,1,0,0.1546392
2,3,2023-04-03 09:59:02.594,9bbd7ccb-bfc7-4ce5-b140-c9f100f45ec9,0,6,1,1,10,0,1,7.696923,0.538994,1.303124,9,1,1,0,0,0.891638,0,0,1,0,0.375
1,8,2023-04-03 09:59:04.503,e80beb50-16b7-4883-ad32-6e7074e66b4f,0,9,1,1,10,0,1,6.22846,0.6956424,0.6689339,3,1,1,0,0,0.8088085,0,0,1,0,0.4583333
2,2,2023-04-03 09:59:04.557,1c76aa8f-5ef3-47e0-9f60-219ff8721d06,0,7,1,1,10,0,1,7.771367,0.6483889,1.301112,4,1,1,0,0,0.7840714,0,0,1,0,0.25
1,7,2023-04-03 09:59:04.715,87dc2527-258f-487f-bcab-536473338e84,0,3,1,1,10,0,1,7.106141,0.9156188,0.9460262,1,1,1,0,0,0.5272295,0,0,1,0,0
1,7,2023-04-03 09:59:04.749,5ac87c69-e399-4c46-83f1-03dfb58b5670,0,8,1,1,10,0,1,7.964081,0.8075652,0.5313376,2,1,1,0,0,0.6856741,0,0,1,0,0.9270833
3,2,2023-04-03 09:59:06.109,2019b507-5941-48a2-a04d-de150e504dfb,0,8,1,1,10,0,1,6.916823,0.9427314,0.7648233,4,1,1,0,0,0.8694491,0,0,1,0,0.5
1,8,2023-04-03 09:59:08.147,7ff499d6-d3f7-4ad4-bcaf-59902227ad1b,0,4,1,1,10,0,1,6.144516,0.9881524,0.691622,9,1,1,0,0,0.7963043,0,0,1,0,0.2916667
1,10,2023-04-03 09:59:13.498,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.872679,0.8044832,0.6381449,3,1,1,0,0,0.9323084,0,0,1,0,0.9479167
1,9,2023-04-03 09:59:14.277,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.575449,0.9831032,1.129524,5,1,1,0,0,0.6714317,0,0,1,0,0.01
1,10,2023-04-03 09:59:14.300,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.151223,0.6004108,0.6628343,9,1,1,0,0,0.9950508,0,0,1,0,0.9895833
1,10,2023-04-03 09:59:15.105,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.636217,0.8000478,1.000634,5,1,1,0,0,0.9301299,0,0,1,0,0.07216495
1,7,2023-04-03 09:59:15.210,fc303b96-83a2-4b0e-b3d5-44dc69eee1ba,0,9,1,1,10,0,1,7.184307,0.7773486,0.6061183,7,1,1,0,0,0.5844414,0,0,1,0,0.625
1,8,2023-04-03 09:59:16.297,6e6848b5-b693-4741-b277-9db9b872ba1e,0,5,1,1,10,0,1,6.571928,0.6747757,0.9701604,9,1,1,0,0,0.5130305,0,0,1,0,0.05208333
1,10,2023-04-03 09:59:16.867,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.489141,0.9006748,1.004295,8,1,1,0,0,0.9929128,0,0,1,0,0.3958333
1,9,2023-04-03 09:59:17.433,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.506516,0.9778408,1.297435,7,1,1,0,0,0.5494611,0,0,1,0,0
2,4,2023-04-03 09:59:19.119,9bbd7ccb-bfc7-4ce5-b140-c9f100f45ec9,0,6,1,1,10,0,1,7.693897,0.5407674,1.304907,9,1,1,0,0,0.8899077,0,0,1,0,0.3125
3,2,2023-04-03 09:59:19.199,3eb2c70c-ae88-4bf0-a1ce-d0eee0e19464,0,1,1,1,10,0,1,7.319989,0.5624797,1.380038,2,1,1,0,0,0.9254345,0,0,1,0,0.1770833
1,8,2023-04-03 09:59:23.329,5ac87c69-e399-4c46-83f1-03dfb58b5670,0,8,1,1,10,0,1,7.961653,0.8077701,0.5330907,2,1,1,0,0,0.6869249,0,0,1,0,0.8969072
1,9,2023-04-03 09:59:23.729,e80beb50-16b7-4883-ad32-6e7074e66b4f,0,9,1,1,10,0,1,6.223196,0.6949705,0.6660573,3,1,1,0,0,0.809318,0,0,1,0,0.8958333
3,3,2023-04-03 09:59:23.795,2019b507-5941-48a2-a04d-de150e504dfb,0,8,1,1,10,0,1,6.914366,0.9425903,0.7649354,4,1,1,0,0,0.8709784,0,0,1,0,0.5625
1,8,2023-04-03 09:59:24.255,87dc2527-258f-487f-bcab-536473338e84,0,3,1,1,10,0,1,7.106374,0.9158685,0.9474332,1,1,1,0,0,0.5284381,0,0,1,0,0.01020408
1,9,2023-04-03 09:59:25.742,7ff499d6-d3f7-4ad4-bcaf-59902227ad1b,0,4,1,1,10,0,1,6.138277,0.9877149,0.6902562,9,1,1,0,0,0.7973067,0,0,1,0,0.5208333
2,3,2023-04-03 09:59:26.456,1c76aa8f-5ef3-47e0-9f60-219ff8721d06,0,7,1,1,10,0,1,7.770153,0.6494794,1.30207,4,1,1,0,0,0.7831104,0,0,1,0,0.3229167
1,11,2023-04-03 09:59:27.938,be1d019f-946b-4dcc-8487-a2eceeb5b368,0,5,1,1,10,0,1,7.86855,0.8048968,0.6402052,3,1,1,0,0,0.9336565,0,0,1,0,0.9895833
1,10,2023-04-03 09:59:29.486,e07a1d15-94c3-4008-b6fd-6d9c7d904c63,0,3,1,1,10,0,1,7.576968,0.9838086,1.131468,5,1,1,0,0,0.6727144,0,0,1,0,0
1,11,2023-04-03 09:59:30.015,1434dc66-7e39-4b91-9093-b969a790e126,0,3,1,1,10,0,1,7.143967,0.6009107,0.6643128,9,1,1,0,0,0.995664,0,0,1,0,0.9791667
1,11,2023-04-03 09:59:32.719,2928be5f-982f-43a3-9ac4-1b2200feb652,0,8,1,1,10,0,1,7.635586,0.8006925,1.00154,5,1,1,0,0,0.930758,0,0,1,0,0.2083333
1,11,2023-04-03 09:59:32.728,1f9ea3d8-15df-4e07-85c7-41e25d0a7100,0,2,1,1,10,0,1,6.486592,0.9009096,1.003562,8,1,1,0,0,0.9935871,0,0,1,0,0.2708333
2,5,2023-04-03 09:59:34.695,9bbd7ccb-bfc7-4ce5-b140-c9f100f45ec9,0,6,1,1,10,0,1,7.69091,0.5425267,1.30666,9,1,1,0,0,0.8881911,0,0,1,0,0.4479167
1,10,2023-04-03 09:59:35.526,becc45a8-952a-44e9-95a4-d8b2cabb1d45,0,2,1,1,10,0,1,7.507257,0.9791646,1.300638,7,1,1,0,0,0.5512252,0,0,1,0,0
